beer_name	Untappd_rating	Untappd_ibu	production_status
Poirette de Fontaine	2.977	N/A	No longer in production
Saison d'Hiver	3.697	24.0	No longer in production
Bière Apeurée 2007	N/A	N/A	N/A
Bière au Potiron	N/A	N/A	No longer in production
Tchantchès Blonde	3.418	N/A	No longer in production
Tchantchès Brune	3.426	N/A	No longer in production
Tchantchès de Noël	N/A	N/A	N/A
Tchantchès Rousse	3.58	N/A	No longer in production
Redskin	3.039	N/A	Available
Bruintje van LDW	N/A	N/A	N/A
Ciscus Dubbel	3.397	40.0	Available
Ciscus Witbier	N/A	N/A	N/A
Ciscus Dubbel Zoet	N/A	N/A	N/A
Ciscus Dubbel Oak Aged	N/A	N/A	N/A
Ciscus Quadrupel	N/A	N/A	N/A
Gentse Gilde Appel	2.113	N/A	Available
Gentse Gilde Kers	N/A	N/A	N/A
Gentse Gilde Perzik	3.306	N/A	Available
Gentse Graaf Blond	3.272	N/A	Available
Gentse Graaf Bruin	3.178	N/A	Available
Gentse Graaf Donkerbruin	N/A	N/A	N/A
Gentse Graaf Flemish Old Style	2.971	N/A	Available
Gentse Graaf Gouden Tripel	3.512	N/A	Available
Gentse Graaf Quadrupel Amber	3.439	N/A	Available
Gentse Graaf Tripel	3.421	N/A	Available
Gentse Graaf Honing	3.037	N/A	Available
Gentse Maagd Witbier	2.905	N/A	Available
Gentse Maagd Witbier met Citrusvrucht	N/A	N/A	N/A
Gentse Maagd Witbier met Kersenbloesem	N/A	N/A	N/A
Flurk	3.423	N/A	Available
Flurk Hopper	3.369	55.0	Available
Arnoldusbier	3.421	N/A	Available
Baas Gansendonck	2.869	N/A	Available
Bas	3.508	62.0	No longer in production
Limerick	3.443	N/A	No longer in production
Beezeke	2.718	N/A	Available
Belfort 9	3.466	N/A	No longer in production
BioBen	4.368	N/A	Available
Blauwe Das 50	N/A	N/A	N/A
Blond Wijntje	N/A	N/A	N/A
All Good Things Are 3	3.505	24.0	No longer in production
Ceci N'IPA	3.286	65.0	No longer in production
Hérétique	3.43	18.0	No longer in production
Jazz Black Oatmeal Delight	3.554	21.0	No longer in production
MaC in Memories	3.751	60.0	No longer in production
Mac In Memories - Highland Park	3.789	60.0	Available
Mac In Memories - Clynelish	3.751	60.0	Available
Selfish Session	3.303	35.0	No longer in production
Selfish Session - Chinook Dry Hopped	3.407	N/A	Available
That's Miss Brown To You	3.263	15.0	No longer in production
Costumes	3.813	N/A	No longer in production
Monachus VIII	3.425	33.0	No longer in production
Monachus XII	3.759	N/A	Available
Equinoxe 87	3.718	N/A	No longer in production
India Brown Ale	3.781	64.0	No longer in production
Italia Freschezza!	3.95	N/A	Available
Lanterne	3.605	30.0	Available
Le Soleil : Centennial + Simcoe	N/A	N/A	N/A
Le Soleil : Simcoe	N/A	N/A	N/A
Le Soleil : Sorachi	N/A	N/A	N/A
Lune Rose	3.64	35.0	No longer in production
Noire du Midi	3.507	N/A	Available
Pompette	3.714	N/A	Available
Saison de l'Ermite	3.505	N/A	No longer in production
Saison Raspberry Lemon	3.503	N/A	No longer in production
Summer of Hops	3.707	5.0	No longer in production
Suske Session IPA	N/A	N/A	N/A
Tetramorphe	3.817	N/A	No longer in production
Théorème de L'Empereur	3.626	N/A	Available
Boetfort Blond	3.44	N/A	Available
Boetfort Donker	3.453	N/A	Available
Bonaparte	3.437	N/A	Available
Braven Apostel Donker	3.505	N/A	Available
Braven Apostel Donker Tarwebier	2.95	N/A	Available
Capoen	3.643	8.0	No longer in production
Cru Pils	3.218	N/A	Available
Cuvée Hopfest	3.365	N/A	No longer in production
Cru Roodbruin	2.822	N/A	Available
Cru Speciaal Blond	3.416	N/A	Available
Alva	3.335	35.0	No longer in production
Saison?	3.823	46.0	No longer in production
GingerGueuze	3.7	N/A	No longer in production
Cuvee Leopold I - Blond	N/A	N/A	N/A
Cuvee Leopold I - Bruin	3.419	N/A	Available
Graaf	3.036	N/A	Available
Kriek	3.565	18.0	Available
de Chokier	3.174	N/A	Available
Tumulus Amara	3.303	50.0	Available
Cuvee Angelique	3.657	35.0	Available
Cuvee Euphorique	3.14	N/A	Available
Cuvee Mystique	3.828	N/A	Available
Flemish Primitive Wild Ale Surly Bird	3.639	N/A	Available
Flemish Primitive Wild Ale Rat Rider	3.461	N/A	Available
Flemish Primitive Wild Ale Pin Head	3.544	N/A	No longer in production
Flemish Primitive Wild Ale Pig Nun	3.629	N/A	Available
Flemish Primitive Wild Ale Demon Fish	3.76	N/A	No longer in production
Flemish Primitive Wild Ale Spoon Whacker	3.638	N/A	Available
Flemish Primitive Wild Ale 2008 Special Vintage Reserve	N/A	N/A	N/A
Knock Out (K-O)	3.744	N/A	No longer in production
L'Ange Tombé	2.629	N/A	Available
Lunatique	3.366	20.0	No longer in production
Angelo Perfection	N/A	N/A	N/A
Angelo PX Edition	4.03	N/A	Available
Broederlijke Liefde	3.875	N/A	Available
Fifth Star	3.779	96.0	No longer in production
Koperen Markies Tripel 9	3.461	35.0	Available
Witte Noire	3.516	N/A	No longer in production
Brett on Wood - American Oak	3.212	35.0	Available
Brett on Wood - French Oak	3.184	35.0	Available
Brett on Wood - Hungarian Oak	3.146	N/A	Available
Den Ostensche Baron	3.214	N/A	Available
Dikke Julia	N/A	N/A	N/A
Drie koningen bier	3.423	N/A	Available
Eirke Blond	N/A	N/A	N/A
Frioen	3.361	N/A	Available
Gageleer Superior Dark	3.344	N/A	Available
Gandavum Dry Hopping	3.647	N/A	Available
Garveling	N/A	N/A	N/A
Gentse Mannekes Pies	3.058	N/A	Available
Gertrude Blonde	N/A	330.0	N/A
Gertrude Triple	3.409	N/A	Available
Gertrude Ambrée	3.341	N/A	Available
Gertrude Rouge	N/A	N/A	N/A
Gouden Predikheer	2.807	N/A	Available
Herbakkersbier	3.497	N/A	Available
Sonderheighens Merkske	N/A	N/A	No longer in production
Highland Blond Ale	3.459	N/A	Available
Hij komt van Kanegem	3.236	N/A	Available
Hof ter Vrijlegem	3.45	N/A	Available
Kaaiman	3.071	N/A	No longer in production
Kastel Pompoen 2460	3.286	N/A	Available
Knots Deftings Voetbalbier	N/A	N/A	N/A
Kodjeel Strijtems bier	N/A	N/A	N/A
Koolputter Goud	3.512	35.0	Available
Kraaike Zomerbier	3.091	N/A	Available
KWis Bierke	N/A	N/A	N/A
L'Arogante	3.478	45.0	Available
L'Arogante Stout-ish	3.362	53.0	Available
La Grande Blanche	3.656	N/A	No longer in production
Lootsch Winterbier	N/A	N/A	N/A
Zwaluw	3.343	34.0	No longer in production
Cendre	3.5	63.0	No longer in production
Stinker	3.335	30.0	No longer in production
Rule Of Three	3.808	35.0	No longer in production
HUTWE	3.233	36.0	No longer in production
Gaudium Bakker	2.923	25.0	Available
Gaudium Coureur	2.813	N/A	Available
Gaudium Grafmaker	3.289	N/A	Available
Grafmaker Rosé	3.558	N/A	Available
Gaudium ICT-Brouwer	2.867	N/A	Available
Gaudium Imker	2.835	24.0	Available
Gaudium Metser	3.084	24.0	Available
Gaudium Sheriff	3.429	40.0	Available
Gaudium Smid	3.162	N/A	Available
Gaudium Verpleegster	3.201	27.0	Available
Olav	3.845	25.0	Available
Sarina's Geitenbier	3.1	N/A	Available
Gaudium Chef-kok	2.976	N/A	Available
Hako	N/A	N/A	N/A
Nina	3.646	10.0	No longer in production
Fotograaf	4.221	N/A	Available
Pekker	3.268	25.0	No longer in production
Lozen Boer Framboise	3.375	N/A	Available
Maris Otter Aperitiefbier	3.309	N/A	Available
Martiane	3.696	10.0	Available
Max Van Het Huis Blond	3.813	N/A	Available
Max Van Het Huis Bruin	N/A	N/A	N/A
Melse Koekoek	N/A	N/A	N/A
Mena Speciale	N/A	N/A	No longer in production
Mira Belle	3.006	N/A	Available
Ne Nele Bruin	N/A	N/A	N/A
Ne Nele Tripel	N/A	N/A	N/A
Nen Blauw-Witten	2.393	N/A	Available
Old Joe	3.669	30.0	Available
Orvélo Wijß	3.23	22.0	Available
Pater Verbiest Blond	3.238	N/A	Available
Pater Verbiest Bruin	3.276	N/A	Available
Poezewoefke Blond	3.303	N/A	Available
Poezewoefke Bruin	3.198	N/A	Available
IJzerband	3.75	35.0	Available
Putbos blond	3.481	N/A	Available
Reigerke	3.226	30.0	Available
Reinaert Flemish Wild Ale	3.53	N/A	Available
Opaaa!	3.325	35.0	No longer in production
Serrebier	N/A	N/A	N/A
Shiimake	3.372	N/A	No longer in production
Sint-Lievensbier	N/A	N/A	N/A
Sjarelke Blond	3.337	N/A	Available
Smoutebolleke	N/A	N/A	N/A
St. Gregory	3.433	N/A	Available
St. Gregory Auspicius	3.264	N/A	Available
Ne Kleipikker	3.408	N/A	Available
Stepa Amber - sugar-free Ale	N/A	N/A	N/A
Aalters Sterrebier	3.365	N/A	Available
Surplus	3.251	N/A	Available
Teusser	3.369	N/A	No longer in production
Tiense Lorejas	3.219	N/A	Available
Tiense Lorejàs Donker	3.083	N/A	Available
Tjots	N/A	N/A	No longer in production
Unkerzak	3.346	N/A	Available
Veurns Slapersbier	3.434	N/A	Available
Wabeeks Keurebier	N/A	N/A	N/A
Witte Korneel	N/A	N/A	N/A
Witte Non	2.863	14.0	Available
Waggelier	3.35	N/A	Available
Zwarte Flesch	3.442	N/A	Available
Zwetten Doemp	N/A	N/A	N/A
pi-ls	3.742	24.0	No longer in production
't Aanklamperke	3.125	N/A	Available
't Kapelleken	3.494	N/A	Available
't Uitdagertje	N/A	N/A	N/A
Aalmoezenier	N/A	N/A	No longer in production
B .47	2.86	8.0	No longer in production
Hip Hop Green Hopping 2018	3.327	30.0	Available
6640 Vaux-sur-Sûre	N/A	N/A	N/A
Atoc'Ale	N/A	N/A	N/A
Bière Chaude De Bouillon	N/A	N/A	N/A
Airborne brune	3.568	N/A	Available
Airborne Christmas	3.238	N/A	Available
Bière des Veschaux	N/A	N/A	N/A
Oloroso Lambik	4.096	N/A	No longer in production
Aarschotse Grand Cru	3.275	N/A	Available
Achterdeur	3.105	27.0	Available
Admiral	3.494	N/A	No longer in production
Affligem Cuvée Dulce	3.205	N/A	Available
Anglium Copper Hop	3.305	N/A	Available
Anna	4.253	N/A	Available
Ardenne Wood Ma Bitch	3.807	N/A	No longer in production
Asbroekske Rogge Stout	3.203	N/A	Available
Cuvée Clarisse Whisky Infused	3.752	28.0	No longer in production
Châteaux D'Ardenne	3.065	N/A	Available
Cuvée du Fondeur	3.084	N/A	Available
Cuvée du Grand Georges	3.434	N/A	Available
Cuvée Polytechnique	N/A	N/A	N/A
L'Abrissart	N/A	N/A	N/A
L'Elchertoise	N/A	N/A	N/A
l'Ours de Bohan	3.255	N/A	Available
Caecilia	3.275	N/A	Available
La Corne du Pendu	N/A	N/A	N/A
La Cuvée Gestofin	N/A	N/A	N/A
La Gréboise Ambrée	N/A	N/A	N/A
La Gréboise Noir	N/A	N/A	N/A
J N	3.833	65.0	No longer in production
Kiwanienne	N/A	25.0	N/A
La Maarteloise	N/A	N/A	N/A
La Mousse du Roos	N/A	33.0	N/A
La Petasse	3.181	N/A	Available
La Saint-Laurent	3.446	27.0	Available
La Sarrasine	3.3	N/A	No longer in production
La Semoyse	3.509	N/A	No longer in production
La Tontelinette	N/A	N/A	N/A
La Verole	3.239	45.0	Available
Orkid	N/A	N/A	N/A
Regiment Territorial de Chasseurs Ardennais	N/A	N/A	N/A
Trouffis	3.905	N/A	Available
Urio	3.248	20.0	No longer in production
Couleur Miel	N/A	N/A	N/A
Cuvée MESA Ambrée	3.125	N/A	Available
Cuvée MESA Blonde	3.075	N/A	Available
Cuvée MESA Brune	N/A	N/A	N/A
Saison des Chasses Ambrée	2.805	N/A	Available
La Bière des Bûcherons	3.223	N/A	Available
La Bière des Sangliers d'Arlon	3.354	N/A	Available
La Bière du Bison	N/A	N/A	N/A
La Fusée	2.989	N/A	Available
La Jumelée	N/A	N/A	N/A
La Mogriotte	3.163	N/A	Available
La Patronne	3.411	N/A	Available
La Reine de la Semois	N/A	N/A	N/A
La Tourinnoise	N/A	N/A	N/A
La Vencimontoise Blonde	N/A	N/A	N/A
La Virtonnoise	3.33	N/A	Available
Marie Clap'Sabot	3.642	N/A	Available
Meyboombier	N/A	N/A	N/A
Experimental {C} (Belgian Owl BA) 9 Months Old	N/A	N/A	N/A
Sealux 2005 Scotch 10ème	N/A	N/A	N/A
Sealux Aquatique 2006	N/A	N/A	N/A
Serv'Oise de Servais	2.725	N/A	Available
St. Maurice	3.518	N/A	Available
Tentation de la Semois Ambrée	N/A	N/A	N/A
Tentation de la Semois Brune	N/A	N/A	N/A
VII Septimus	3.303	N/A	Available
La Brabanconne blonnde	N/A	N/A	N/A
Belma Mon Amour	3.149	N/A	Available
T'ame!	3.494	N/A	No longer in production
Amarillo Mon Amour	3.116	N/A	Available
American Dream	3.553	N/A	No longer in production
Aristophanes	3.28	N/A	Available
Birthday Cake	4.187	N/A	No longer in production
Brabambic	3.305	N/A	Available
La Brabanconne Cuvée Billy	3.205	N/A	Available
Mush	3.832	N/A	No longer in production
Origame 1 Origasmus unus	N/A	N/A	N/A
Experimental {C} (Belgian Owl BA) 12 Months Old	N/A	N/A	N/A
Plato's Chariot	3.692	N/A	Available
Plato's Origame Dream (BA Cognac GC )	3.384	N/A	Available
Rêve de Gose	3.346	N/A	Available
Saison des Prairies	3.939	N/A	Available
Shrooms	3.266	N/A	No longer in production
La Blanche de Ste Waudru	3.277	10.0	Available
La Brasse-Temps Citron	2.945	N/A	Available
La Brasse-Temps des Cerises	3.24	10.0	Available
La Temps des Brunes	3.269	N/A	No longer in production
Blanche Neuve	3.119	N/A	Available
Brew Time IPA	4.159	100.0	No longer in production
Amber IPA	3.781	64.0	Available
Angélus Spéciale Noël 9	N/A	N/A	N/A
Bakou	N/A	N/A	N/A
Arlequine	4.105	25.0	Available
Angélus Stout	4.498	N/A	Available
Chevalier de Crecy	N/A	32.0	N/A
Dr Poche	2.974	N/A	No longer in production
Délice des Pontifes	N/A	N/A	N/A
Fagnes Gold	3.172	37.0	Available
Sa Majesté	3.743	50.0	No longer in production
Les Coumères	3.156	N/A	Available
ESeMoise Portelette 25ème Edition	N/A	N/A	N/A
Impériale	3.787	70.0	No longer in production
La Bière de Matheret	N/A	N/A	N/A
La Cervoise	3.47	N/A	Available
La Discus	3.93	N/A	No longer in production
La Douffe	N/A	N/A	N/A
La Patronnée	3.411	N/A	Available
La Raclotte	3.409	N/A	Available
La Sisteo	N/A	N/A	No longer in production
1625 Notre Dame De Reims	3.271	N/A	Available
La Jacounette	N/A	N/A	N/A
La Jeumontoise	2.564	N/A	Available
La Saint Quirin	N/A	N/A	N/A
La Thermidor	N/A	N/A	N/A
La Magnolia	3.575	N/A	No longer in production
La Pompette	3.804	N/A	No longer in production
La Rawarte	3.29	N/A	No longer in production
La Royale Thuin	N/A	N/A	N/A
La Saint-Exupéry	N/A	N/A	N/A
Luppolina degli angeli	N/A	N/A	N/A
S.J.B.	3.967	N/A	Available
Saint Corneille	N/A	N/A	No longer in production
XXX	3.535	N/A	No longer in production
St-Martin Ambrée	N/A	N/A	N/A
Vondel	3.423	N/A	No longer in production
Badjawe blonde	3.453	30.0	Available
Barbera	4.357	N/A	No longer in production
The Politician	3.247	69.0	No longer in production
Saison	3.823	46.0	No longer in production
Fresh Hop 2016	3.907	60.0	No longer in production
Troebel in Paradise	3.354	5.0	Available
Zure van Tildonk Stekelbees	3.562	N/A	Available
Zure van Tildonk Kriek	3.74	N/A	No longer in production
Bio Blanche Gluten Free	3.088	15.0	Available
Bio Blonde	3.058	10.0	Available
Bio Ambrée	2.929	19.0	Available
Blanche	3.583	15.0	Available
La Douf	N/A	N/A	N/A
